parking_Occupied,parking_latitude,parking_longitude,parking_time,traffic_AmpelHardenbergstrvon-BHN2-Outbound_overall_Count,traffic_AmpelHardenbergstrvon-BHN2-Outbound_overall_Speed,traffic_AmpelHardenbergstrvon-BHN2-Outbound_car_Count,traffic_AmpelHardenbergstrvon-BHN2-Outbound_car_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_overall_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_overall_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_car_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_car_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_truck_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_truck_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_motorcycle_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_motorcycle_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_overall_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_overall_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_car_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_car_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_truck_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Outbound_overall_Count,traffic_Bismarckstrasse-TEL3-Outbound_overall_Speed,traffic_Bismarckstrasse-TEL3-Outbound_car_Count,traffic_Bismarckstrasse-TEL3-Outbound_car_Speed,traffic_Bismarckstrasse-TEL3-Outbound_truck_Count,traffic_Bismarckstrasse-TEL3-Outbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Outbound_motorcycle_Count,traffic_Bismarckstrasse-TEL3-Outbound_motorcycle_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_overall_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_overall_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_car_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_car_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_truck_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Inbound_overall_Count,traffic_Bismarckstrasse-TEL3-Inbound_overall_Speed,traffic_Bismarckstrasse-TEL3-Inbound_car_Count,traffic_Bismarckstrasse-TEL3-Inbound_car_Speed,traffic_Bismarckstrasse-TEL3-Inbound_truck_Count,traffic_Bismarckstrasse-TEL3-Inbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Inbound_motorcycle_Count,traffic_Bismarckstrasse-TEL3-Inbound_motorcycle_Speed,traffic_VorplatzGeb-AF1-Rotary_overall_Count,traffic_VorplatzGeb-AF1-Rotary_overall_Speed,traffic_VorplatzGeb-AF1-Rotary_car_Count,traffic_VorplatzGeb-AF1-Rotary_car_Speed,traffic_VorplatzGeb-AF1-Rotary_truck_Count,traffic_VorplatzGeb-AF1-Rotary_truck_Speed,traffic_Strdes17Junivon-EB1-Outbound_overall_Count,traffic_Strdes17Junivon-EB1-Outbound_overall_Speed,traffic_Strdes17Junivon-EB1-Outbound_car_Count,traffic_Strdes17Junivon-EB1-Outbound_car_Speed,traffic_Strdes17Junivon-EB1-Outbound_truck_Count,traffic_Strdes17Junivon-EB1-Outbound_truck_Speed,traffic_Marchstrasse-A2-Inbound_overall_Count,traffic_Marchstrasse-A2-Inbound_overall_Speed,traffic_Marchstrasse-A2-Inbound_car_Count,traffic_Marchstrasse-A2-Inbound_car_Speed,traffic_Marchstrasse-A2-Inbound_truck_Count,traffic_Marchstrasse-A2-Inbound_truck_Speed,traffic_Strdes17Junivon-EB1-Inbound_overall_Count,traffic_Strdes17Junivon-EB1-Inbound_overall_Speed,traffic_Strdes17Junivon-EB1-Inbound_car_Count,traffic_Strdes17Junivon-EB1-Inbound_car_Speed,traffic_Strdes17Junivon-EB1-Inbound_truck_Count,traffic_Strdes17Junivon-EB1-Inbound_truck_Speed,traffic_Ernst-Reuter-Platz-TEL2-Rotary_overall_Count,traffic_Ernst-Reuter-Platz-TEL2-Rotary_overall_Speed,traffic_Ernst-Reuter-Platz-TEL2-Rotary_car_Count,traffic_Ernst-Reuter-Platz-TEL2-Rotary_car_Speed,traffic_MarchvonGeb-A2-Outbound_overall_Count,traffic_MarchvonGeb-A2-Outbound_overall_Speed,traffic_MarchvonGeb-A2-Outbound_car_Count,traffic_MarchvonGeb-A2-Outbound_car_Speed,traffic_MarchvonGeb-A2-Outbound_truck_Count,traffic_MarchvonGeb-A2-Outbound_truck_Speed,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_overall_Count,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_overall_Speed,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_car_Count,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_car_Speed,wifi_Campus-TEL_Count1,wifi_Campus-TEL_Count2,wifi_Campus-BHN_Count1,wifi_Campus-BHN_Count2,wifi_Campus-AF-2_Count1,wifi_Campus-AF-2_Count2,wifi_Campus-EB_Count1,wifi_Campus-EB_Count2,pedestrian_CounterVorplatzGeb-AF2-PeopleCounter_IN_Count,pedestrian_CounterVorplatzGeb-AF2-PeopleCounter_OUT_Count,pedestrian_CounterHaupteingang-TEL4-PeopleCounter_IN_Count,pedestrian_CounterHaupteingang-TEL4-PeopleCounter_OUT_Count
0.0,52.51292825106155,13.319560289382949,1518794223167.0,6.0,1.0,6.0,1.0,8.0,3.0,1.0,10.0,4.0,2.0,3.0,3.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,30.0,0.0,4.0,2.0,7.0,4.0,4.0,2.0,1.0,10.0,2.0,10.0,1.0,10.0,0.0,0.0,17.0,1.0,13.0,0.0,1.0,10.0,28.0,0.0,28.0,0.0,3.0,6.0,2.0,5.0,1.0,10.0,13.0,0.0,13.0,0.0,38.0,28.0,5.0,30.0,118.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1518874921654.0,17.0,0.0,17.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,2.0,5.0,10.0,3.0,8.0,1.0,1.0,10.0,2.0,5.0,2.0,5.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,22.0,0.0,22.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,14.0,0.0,14.0,0.0,31.0,17.0,1.0,15.0,115.0,31.0,10.0,0.0,0.0,0.0,3.0,0.0
0.0,52.51292825106155,13.319560289382949,1518875223961.0,14.0,0.0,14.0,0.0,10.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,9.0,2.0,6.0,1.0,0.0,0.0,3.0,3.0,10.0,1.0,10.0,1.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,26.0,0.0,22.0,0.0,4.0,2.0,7.0,4.0,4.0,2.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,12.0,2.0,9.0,1.0,2.0,5.0,14.0,0.0,14.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,15.0,0.0,15.0,0.0,29.0,9.0,6.0,16.0,115.0,31.0,2.0,8.0,0.0,0.0,0.0,1.0
1.0,52.51292825106155,13.319560289382949,1519021321321.0,6.0,1.0,6.0,1.0,4.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,6.0,3.0,2.0,5.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,24.0,1.0,14.0,0.0,8.0,1.0,10.0,1.0,10.0,1.0,6.0,5.0,4.0,2.0,1.0,10.0,8.0,1.0,8.0,1.0,42.0,10.0,4.0,3.0,86.0,45.0,2.0,56.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519021622338.0,11.0,0.0,11.0,0.0,7.0,2.0,1.0,10.0,0.0,0.0,6.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,13.0,1.0,4.0,2.0,0.0,0.0,9.0,1.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,21.0,0.0,9.0,1.0,10.0,2.0,6.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,12.0,1.0,8.0,1.0,4.0,2.0,10.0,1.0,10.0,1.0,2.0,10.0,1.0,10.0,0.0,0.0,12.0,0.0,12.0,0.0,47.0,8.0,5.0,12.0,109.0,21.0,3.0,6.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519025522304.0,1.0,10.0,1.0,10.0,10.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,16.0,0.0,3.0,3.0,7.0,4.0,5.0,2.0,1.0,10.0,4.0,5.0,3.0,3.0,1.0,10.0,14.0,1.0,13.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,5.0,4.0,4.0,2.0,0.0,0.0,21.0,0.0,21.0,0.0,46.0,29.0,7.0,0.0,105.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519036922974.0,12.0,0.0,12.0,0.0,8.0,2.0,2.0,5.0,0.0,0.0,6.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,3.0,6.0,1.0,10.0,0.0,0.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0.0,1.0,10.0,7.0,2.0,6.0,1.0,0.0,0.0,5.0,4.0,4.0,2.0,1.0,10.0,27.0,0.0,26.0,0.0,1.0,10.0,14.0,0.0,14.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,7.0,1.0,7.0,1.0,41.0,8.0,7.0,4.0,103.0,19.0,5.0,24.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519037223717.0,18.0,0.0,18.0,0.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,10.0,8.0,1.0,8.0,1.0,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,1.0,8.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,22.0,0.0,3.0,3.0,11.0,1.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.5,5.0,2.0,10.0,1.0,10.0,1.0,10.0,16.0,0.0,16.0,0.0,4.0,5.0,2.0,5.0,2.0,5.0,8.0,1.0,8.0,1.0,34.0,15.0,3.0,55.0,117.0,14.0,5.0,19.0,0.0,0.0,0.0,1.0
0.0,52.51292825106155,13.319560289382949,1519045624569.0,16.0,0.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,9.0,2.0,5.0,2.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,5.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,19.0,1.0,11.0,0.0,4.0,2.0,4.0,5.0,3.0,3.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,13.0,2.0,8.0,1.0,1.0,10.0,10.0,1.0,10.0,1.0,2.0,10.0,1.0,10.0,1.0,10.0,8.0,1.0,8.0,1.0,40.0,17.0,9.0,0.0,118.0,38.0,3.0,2.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519045924706.0,15.0,0.0,15.0,0.0,13.0,2.0,2.0,5.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,1.0,10.0,4.0,2.0,4.0,2.0,0.0,0.0,18.0,1.0,13.0,0.0,4.0,2.0,21.0,0.0,21.0,0.0,4.0,5.0,3.0,3.0,0.0,0.0,12.0,0.0,12.0,0.0,37.0,28.0,15.0,1.0,105.0,29.0,1.0,17.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519049523187.0,15.0,0.0,15.0,0.0,10.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,13.0,2.0,8.0,1.0,4.0,2.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,1.0,47.0,18.0,13.0,22.0,98.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519055821967.0,1.0,10.0,1.0,10.0,5.0,4.0,1.0,10.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,7.0,2.0,6.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,20.0,1.0,17.0,0.0,1.0,10.0,9.0,1.0,9.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,14.0,0.0,14.0,0.0,38.0,8.0,5.0,21.0,105.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519062121388.0,5.0,2.0,5.0,2.0,4.0,5.0,1.0,10.0,0.0,0.0,3.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,21.0,0.0,0.0,0.0,7.0,4.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,11.0,0.0,11.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,14.0,0.0,14.0,0.0,36.0,18.0,4.0,8.0,123.0,25.0,8.0,9.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519063620715.0,4.0,2.0,4.0,2.0,8.0,3.0,4.0,2.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,38.0,0.0,34.0,0.0,4.0,2.0,15.0,2.0,3.0,3.0,6.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,7.0,4.0,4.0,2.0,2.0,5.0,26.0,0.0,26.0,0.0,6.0,3.0,4.0,2.0,2.0,5.0,10.0,1.0,10.0,1.0,54.0,4.0,6.0,0.0,125.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519064223225.0,18.0,0.0,18.0,0.0,22.0,0.0,13.0,0.0,0.0,0.0,9.0,1.0,5.0,2.0,5.0,2.0,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,1.0,8.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,34.0,0.0,28.0,0.0,6.0,1.0,15.0,2.0,11.0,0.0,1.0,10.0,5.0,2.0,5.0,2.0,0.0,0.0,11.0,2.0,9.0,1.0,1.0,10.0,25.0,0.0,25.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,14.0,0.0,14.0,0.0,50.0,5.0,6.0,0.0,127.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519070221285.0,8.0,1.0,8.0,1.0,9.0,3.0,1.0,10.0,0.0,0.0,5.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,11.0,2.0,7.0,1.0,1.0,10.0,14.0,0.0,14.0,0.0,1.0,10.0,0.0,0.0,1.0,10.0,16.0,0.0,16.0,0.0,53.0,21.0,6.0,7.0,121.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51292825106155,13.319560289382949,1519071120497.0,6.0,1.0,6.0,1.0,11.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,1.0,9.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,46.0,0.0,35.0,0.0,8.0,1.0,11.0,1.0,7.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,18.0,1.0,10.0,1.0,8.0,1.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,40.0,8.0,14.0,2.0,126.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0
0.0,52.51292825106155,13.319560289382949,1519071422995.0,2.0,5.0,2.0,5.0,6.0,3.0,1.0,10.0,0.0,0.0,5.0,2.0,13.0,0.0,13.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,26.0,0.0,2.0,5.0,13.0,2.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,9.0,1.0,1.0,10.0,22.0,0.0,22.0,0.0,3.0,6.0,2.0,5.0,0.0,0.0,10.0,1.0,10.0,1.0,48.0,13.0,16.0,2.0,137.0,33.0,10.0,0.0,0.0,0.0,1.0,0.0
0.0,52.51292825106155,13.319560289382949,1519074122763.0,5.0,2.0,5.0,2.0,10.0,3.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,7.0,2.0,5.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,20.0,0.0,6.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,20.0,1.0,13.0,0.0,3.0,3.0,16.0,0.0,16.0,0.0,7.0,4.0,4.0,2.0,2.0,5.0,15.0,0.0,15.0,0.0,58.0,19.0,12.0,22.0,119.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0
1.0,52.512939027488756,13.31972241831495,1516123044530.0,17.0,0.0,17.0,0.0,19.0,1.0,17.0,0.0,1.0,10.0,1.0,10.0,7.0,1.0,7.0,1.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,32.0,0.0,2.0,5.0,12.0,2.0,4.0,2.0,4.0,2.0,6.0,1.0,6.0,1.0,0.0,0.0,12.0,2.0,10.0,1.0,1.0,10.0,31.0,0.0,31.0,0.0,14.0,2.0,11.0,0.0,2.0,5.0,15.0,0.0,15.0,0.0,51.0,17.0,11.0,0.0,136.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,52.512939027488756,13.31972241831495,1516132923174.0,21.0,0.0,21.0,0.0,10.0,2.0,9.0,1.0,0.0,0.0,1.0,10.0,4.0,2.0,4.0,2.0,0.0,0.0,9.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,10.0,1.0,10.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,42.0,0.0,10.0,1.0,15.0,2.0,8.0,1.0,1.0,10.0,5.0,2.0,5.0,2.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,22.0,0.0,22.0,0.0,12.0,2.0,9.0,1.0,2.0,5.0,14.0,0.0,14.0,0.0,76.0,8.0,4.0,5.0,134.0,19.0,5.0,1.0,0.0,0.0,1.0,0.0
1.0,52.512939027488756,13.31972241831495,1516174621486.0,2.0,5.0,2.0,5.0,10.0,3.0,7.0,1.0,1.0,10.0,2.0,5.0,13.0,0.0,13.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,11.0,0.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,35.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,27.0,0.0,16.0,0.0,11.0,0.0,13.0,0.0,13.0,0.0,8.0,3.0,3.0,3.0,4.0,2.0,19.0,0.0,19.0,0.0,55.0,5.0,9.0,6.0,158.0,33.0,6.0,6.0,0.0,0.0,0.0,0.0
0.0,52.512939027488756,13.31972241831495,1516192641495.0,24.0,0.0,24.0,0.0,8.0,3.0,4.0,2.0,1.0,10.0,3.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0,6.0,2.0,5.0,0.0,0.0,1.0,10.0,7.0,1.0,7.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,32.0,0.0,3.0,3.0,12.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,17.0,1.0,13.0,0.0,2.0,5.0,25.0,0.0,25.0,0.0,1.0,10.0,0.0,0.0,1.0,10.0,11.0,0.0,11.0,0.0,41.0,13.0,11.0,0.0,123.0,38.0,3.0,0.0,0.0,0.0,1.0,1.0
1.0,52.512939027488756,13.31972241831495,1516192924064.0,8.0,1.0,8.0,1.0,26.0,1.0,20.0,0.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,30.0,0.0,12.0,0.0,10.0,2.0,8.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,18.0,1.0,12.0,0.0,2.0,5.0,32.0,0.0,32.0,0.0,7.0,2.0,6.0,1.0,1.0,10.0,18.0,0.0,18.0,0.0,45.0,16.0,7.0,4.0,126.0,35.0,4.0,0.0,0.0,0.0,1.0,0.0
0.0,52.512939027488756,13.31972241831495,1516193840795.0,5.0,2.0,5.0,2.0,19.0,1.0,6.0,1.0,6.0,1.0,7.0,1.0,17.0,0.0,17.0,0.0,0.0,0.0,8.0,2.0,7.0,1.0,0.0,0.0,1.0,10.0,20.0,0.0,20.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,37.0,0.0,30.0,0.0,6.0,1.0,6.0,3.0,3.0,3.0,0.0,0.0,5.0,6.0,3.0,3.0,1.0,10.0,22.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,36.0,0.0,36.0,0.0,56.0,2.0,3.0,4.0,132.0,17.0,5.0,19.0,0.0,0.0,1.0,0.0
1.0,52.512939027488756,13.31972241831495,1516194123104.0,15.0,0.0,15.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,1.0,8.0,1.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0,0.0,2.0,5.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,17.0,0.0,4.0,2.0,18.0,1.0,11.0,0.0,3.0,3.0,3.0,6.0,2.0,5.0,1.0,10.0,17.0,1.0,12.0,0.0,4.0,2.0,41.0,0.0,41.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,15.0,0.0,15.0,0.0,59.0,18.0,8.0,0.0,129.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,52.512939027488756,13.31972241831495,1516228023866.0,20.0,0.0,20.0,0.0,24.0,1.0,5.0,2.0,3.0,3.0,16.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0,10.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,30.0,0.0,6.0,1.0,6.0,5.0,4.0,2.0,1.0,10.0,3.0,3.0,3.0,3.0,0.0,0.0,14.0,2.0,10.0,1.0,2.0,5.0,20.0,0.0,20.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,55.0,14.0,11.0,5.0,159.0,37.0,4.0,8.0,0.0,0.0,0.0,0.0
1.0,52.512939027488756,13.31972241831495,1516260301845.0,19.0,0.0,19.0,0.0,23.0,1.0,11.0,0.0,1.0,10.0,5.0,2.0,1.0,10.0,1.0,10.0,0.0,0.0,10.0,2.0,6.0,1.0,0.0,0.0,4.0,2.0,17.0,0.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,42.0,0.0,1.0,10.0,6.0,3.0,5.0,2.0,0.0,0.0,4.0,5.0,3.0,3.0,1.0,10.0,24.0,0.0,20.0,0.0,4.0,2.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,45.0,11.0,9.0,10.0,124.0,43.0,8.0,35.0,0.0,0.0,0.0,0.0
